whisky,meta_critic,stdev,count,cost,class,super_cluster,cluster,country,type
Bruichladdich Laddie Ten (Second Edition),8.89,0.27,7,$$$,SingleMalt-like,GH,G,Scotland,Malt
Bruichladdich Laddie Twenty Two,8.85,0.25,10,$$$$$,SingleMalt-like,GH,G,Scotland,Malt
Bruichladdich Octomore 10,8.88,0.41,5,$$$$$+,SingleMalt-like,J,J,Scotland,Malt
Bruichladdich Octomore 10 (Second Edition),9.15,0.20,4,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Bruichladdich Octomore 6.1,8.73,0.26,13,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Bruichladdich Octomore 6.2,9.10,0.26,8,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Bruichladdich Octomore 6.3,8.75,0.62,8,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Bruichladdich Octomore 7.1,8.98,0.28,10,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Bruichladdich Octomore 7.2,8.96,0.33,6,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Bruichladdich Octomore 7.3,9.01,0.42,6,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Bruichladdich Octomore 7.4,8.56,0.69,7,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Bruichladdich Rocks,8.36,0.29,10,$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Bruichladdich Sherry Classic,8.25,0.85,6,$$$$,SingleMalt-like,EF,E,Scotland,Malt
Buffalo Trace Bourbon,8.58,0.41,19,$$,Bourbon-like,,,USA,Bourbon
"Buffalo Trace Experimental Collection 12yo floor #5 (rye, 2014)",9.06,0.23,5,$$$$$,Bourbon-like,,,USA,Bourbon
Bulleit 10yo,8.53,0.39,13,$$$,Bourbon-like,,,USA,Bourbon
Bulleit Bourbon,8.38,0.37,21,$$,Bourbon-like,,,USA,Bourbon
Bulleit Rye,8.29,0.64,16,$$,Rye-like,,,USA,Rye
Bunnahabhain 12yo,8.58,0.30,17,$$$,SingleMalt-like,EF,F,Scotland,Malt
Bunnahabhain 18yo,9.03,0.19,14,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Bunnahabhain 25yo,8.84,0.36,15,$$$$$+,SingleMalt-like,ABC,A,Scotland,Malt
Bunnahabhain 40yo,9.16,0.34,6,$$$$$+,SingleMalt-like,EF,F,Scotland,Malt
Bunnahabhain Cebanach,8.81,0.28,11,$$$$,SingleMalt-like,J,J,Scotland,Malt
Bunnahabhain Darach Ur,8.39,0.32,10,$$$,SingleMalt-like,EF,F,Scotland,Malt
Bunnahabhain Eirigh Na Greine,8.28,0.46,6,$$$$,SingleMalt-like,EF,F,Scotland,Malt
Bunnahabhain Toiteach,8.59,0.38,14,$$$$,SingleMalt-like,J,J,Scotland,Malt
Bushmills 10yo Single Malt,8.19,0.30,18,$$$,SingleMalt-like,GH,G,Ireland,Malt
Bushmills 16yo Single Malt,8.48,0.48,16,$$$$,SingleMalt-like,ABC,B,Ireland,Malt
Bushmills 21yo Single Malt,8.93,0.34,11,$$$$$,SingleMalt-like,ABC,C,Ireland,Malt
Bushmills Black Bush,8.35,0.40,20,$$,SingleMalt-like,ABC,C,Ireland,Blend
Bushmills Original Blended,7.65,0.47,15,$$,Scotch-like,,,Ireland,Blend
Bushmills Sherry Cask Reserve,8.16,0.40,3,$$$$,SingleMalt-like,ABC,C,Ireland,Malt
Canada Gold,8.10,0.66,5,$,Rye-like,,,Canada,Blend
Canadian Club (Premium),7.32,0.79,16,$,Rye-like,,,Canada,Blend
Canadian Club 100% Rye,8.33,0.42,14,$,Rye-like,,,Canada,Rye
Canadian Club 20yo,8.63,0.31,10,$$$,Rye-like,,,Canada,Blend
Canadian Club 30yo,9.02,0.19,6,$$$$$,Rye-like,,,Canada,Blend
Canadian Club Classic 12yo (Small Batch),8.18,0.42,13,$,Rye-like,,,Canada,Blend
Canadian Club Reserve 10yo,8.38,0.61,9,$$,Rye-like,,,Canada,Blend
Canadian Club Reserve 9yo,8.03,0.45,5,$,Rye-like,,,Canada,Blend
Canadian Club Sherry Cask,8.22,0.60,8,$$,Rye-like,,,Canada,Blend
Canadian Mist,7.63,0.63,11,$,Rye-like,,,Canada,Blend
Canadian Mist Black Diamond,8.08,0.51,6,$,Rye-like,,,Canada,Blend
Canadian Rockies 21yo,8.99,0.29,7,$$$,Rye-like,,,Canada,Blend
Caol Ila 12yo,8.72,0.18,19,$$$$,SingleMalt-like,I,I,Scotland,Malt
Caol Ila 15yo Unpeated,8.54,0.40,8,$$$$$,SingleMalt-like,GH,G,Scotland,Malt
Caol Ila 17yo unpeated,8.60,0.53,6,$$$$$,SingleMalt-like,EF,E,Scotland,Malt
Caol Ila 18yo,8.67,0.50,14,$$$$$,SingleMalt-like,I,I,Scotland,Malt
Caol Ila 25yo,8.84,0.25,6,$$$$$,SingleMalt-like,I,I,Scotland,Malt
Caol Ila 30yo,9.33,0.24,9,$$$$$+,SingleMalt-like,I,I,Scotland,Malt
Caol Ila Distiller's Edition (all editions),8.66,0.39,12,$$$$,SingleMalt-like,J,J,Scotland,Malt
Cardhu 12yo,8.11,0.44,19,$$$,SingleMalt-like,GH,H,Scotland,Malt
Cardhu Amber Rock,8.29,0.27,4,$$$,SingleMalt-like,GH,H,Scotland,Malt
Caribou Crossing Single Barrel,8.61,0.42,10,$$$$,Rye-like,,,Canada,Blend
Catto's Rare Old,8.11,0.75,5,$,Scotch-like,,,Scotland,Blend
Centennial 10yo,8.36,0.40,6,$,Rye-like,,,Canada,Blend
Century Reserve 21yo,8.73,0.20,10,$$,Rye-like,,,Canada,Blend
Century Reserve Lot 15/25,8.35,0.87,5,$,Rye-like,,,Canada,Blend
Chivas Regal 12yo,7.79,0.43,21,$$,Scotch-like,,,Scotland,Blend
Chivas Regal 18yo,8.23,0.53,14,$$$$,Scotch-like,,,Scotland,Blend
Chivas Regal 25yo,8.71,0.21,7,$$$$$+,Scotch-like,,,Scotland,Blend
Chivas Royal Salute 21yo,8.57,0.63,7,$$$$$,Scotch-like,,,Scotland,Blend
Clynelish 14yo,8.81,0.25,15,$$$$,SingleMalt-like,EF,F,Scotland,Malt
Collingwood,8.03,0.32,8,$$,Rye-like,,,Canada,Blend
Collingwood 21yo,8.54,0.42,11,$$$,Rye-like,,,Canada,Blend
Colonel E.H. Taylor Straight Rye,8.72,0.32,6,$$$$,Rye-like,,,USA,Rye
Colonel EH Taylor Barrel Proof,8.86,0.21,6,$$$$,Bourbon-like,,,USA,Bourbon
Colonel EH Taylor Single Barrel,8.95,0.31,6,$$$$,Bourbon-like,,,USA,Bourbon
Colonel EH Taylor Small Batch (BiB),8.61,0.30,11,$$$$,Bourbon-like,,,USA,Bourbon
Compass Box 3yo Deluxe,9.02,0.23,6,$$$$$+,SingleMalt-like,EF,F,Scotland,Malt
Compass Box Asyla,8.23,0.49,12,$$$,Scotch-like,,,Scotland,Blend
Compass Box Eleuthera,8.56,0.39,12,$$$$,SingleMalt-like,I,I,Scotland,Malt
Compass Box Enlightenment,8.86,0.19,4,$$$$,SingleMalt-like,GH,G,Scotland,Malt
Compass Box Flaming Heart,8.94,0.36,19,$$$$$,SingleMalt-like,I,I,Scotland,Malt
Compass Box Great King St Artist's Blend,8.59,0.37,18,$$,Scotch-like,,,Scotland,Blend
Compass Box Great King St Glasgow Blend,8.57,0.24,11,$$$,Scotch-like,,,Scotland,Blend
Compass Box Hedonism,8.54,0.47,17,$$$$,Scotch-like,,,Scotland,Blend
Compass Box Hedonism Quindecimus,8.91,0.41,7,$$$$$,Scotch-like,,,Scotland,Blend
Compass Box Oak Cross,8.69,0.34,13,$$$,SingleMalt-like,EF,F,Scotland,Malt
Compass Box Orangerie,7.89,0.82,7,$$,Scotch-like,,,Scotland,Blend
Compass Box Peat Monster,8.66,0.32,18,$$$,SingleMalt-like,J,J,Scotland,Malt
Compass Box Spice Tree,8.81,0.32,19,$$$$,SingleMalt-like,EF,F,Scotland,Malt
Compass Box Spice Tree Extravaganza,8.83,0.28,7,$$$$$,SingleMalt-like,EF,F,Scotland,Malt
Compass Box The Circus,8.94,0.29,4,$$$$$,Scotch-like,,,Scotland,Blend
Compass Box The General,9.19,0.28,10,$$$$$+,Scotch-like,,,Scotland,Blend
Compass Box The Lost Blend,8.96,0.24,12,$$$$$,SingleMalt-like,I,I,Scotland,Malt
Compass Box This is Not a Luxury Whisky,8.77,0.46,11,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Connemara Peated Single Malt,8.20,0.34,15,$$$,SingleMalt-like,I,I,Ireland,Malt
Connemara Turf Mor,8.75,0.45,11,$$$$,SingleMalt-like,J,J,Ireland,Malt
Copperworks American Single Malt,8.60,0.24,4,$$$,SingleMalt-like,EF,E,USA,Malt
Corner Creek Reserve Bourbon Whiskey,8.60,0.38,7,$$,Bourbon-like,,,USA,Bourbon
Coyote Ugly,8.10,0.49,5,$,Rye-like,,,Canada,Blend
Cragganmore 12yo,8.32,0.34,15,$$$$,SingleMalt-like,EF,E,Scotland,Malt
Cragganmore 25yo,9.04,0.05,4,$$$$$+,SingleMalt-like,EF,E,Scotland,Malt
Cragganmore NAS (Special Release 2016),9.05,0.32,4,$$$$$,SingleMalt-like,EF,E,Scotland,Malt
Craigellachie 13yo,8.41,0.40,12,$$$,SingleMalt-like,GH,G,Scotland,Malt
Craigellachie 14yo,8.37,0.28,6,$$$$$+,SingleMalt-like,EF,F,Scotland,Malt
Craigellachie 17yo,8.55,0.25,7,$$$$$,SingleMalt-like,EF,E,Scotland,Malt
Crown Royal,7.57,0.52,17,$,Rye-like,,,Canada,Blend
Crown Royal Black,8.20,0.50,16,$$,Rye-like,,,Canada,Blend
Crown Royal Cornerstone Blend,8.37,0.79,4,$$$,Rye-like,,,Canada,Blend
Crown Royal Hand Selected Barrel,8.82,0.27,8,$$$,Rye-like,,,Canada,Blend
Crown Royal Limited Edition,8.29,0.19,10,$$,Rye-like,,,Canada,Blend
Crown Royal Monarch 75th Anniversary,8.76,0.50,9,$$$,Rye-like,,,Canada,Blend
Crown Royal Northern Harvest Rye,8.58,0.35,16,$$,Rye-like,,,Canada,Blend
Crown Royal Reserve,8.52,0.68,13,$$$,Rye-like,,,Canada,Blend
Crown Royal XO,8.72,0.31,5,$$$,Rye-like,,,Canada,Blend
Cutty Sark,7.52,0.44,14,$,Scotch-like,,,Scotland,Blend
Cutty Sark Prohibition,8.52,0.48,11,$$,Scotch-like,,,Scotland,Blend
Cutty Sark Storm,8.03,0.51,8,$,Scotch-like,,,Scotland,Blend
Dalmore 12yo,8.44,0.25,17,$$$,SingleMalt-like,EF,E,Scotland,Malt
Dalmore 15yo,8.33,0.50,17,$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Dalmore 18yo,8.52,0.40,12,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Dalmore Cigar Malt,8.48,0.41,6,$$$,SingleMalt-like,ABC,C,Scotland,Malt
Dalmore Cigar Malt Reserve,8.33,0.63,12,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Dalmore Gran Reserva,8.06,0.39,9,$$$,SingleMalt-like,ABC,C,Scotland,Malt
Dalmore King Alexander III,8.33,0.31,9,$$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Dalmore Valour,8.11,0.34,8,$$$$,SingleMalt-like,EF,E,Scotland,Malt
Dalwhinnie 15yo,8.69,0.34,18,$$$$,SingleMalt-like,GH,H,Scotland,Malt
Dalwhinnie Distillers Edition,8.58,0.34,6,$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Danfield's 21yo,8.60,0.55,12,$$,Rye-like,,,Canada,Blend
Deanston 12yo,8.12,0.44,14,$$$,SingleMalt-like,EF,F,Scotland,Malt
Deanston 18yo (Bourbon Finish),8.41,0.42,5,$$$$$,SingleMalt-like,EF,E,Scotland,Malt
Deanston Virgin Oak,8.18,0.45,13,$$,SingleMalt-like,GH,H,Scotland,Malt
Deveron 12yo,8.36,0.29,6,$$$,SingleMalt-like,EF,E,Scotland,Malt
Deveron 18yo,8.55,0.62,3,$$$$,SingleMalt-like,EF,E,Scotland,Malt
Dewar's 12yo,7.92,0.28,12,$$,Scotch-like,,,Scotland,Blend
Dewar's White Label,7.49,0.74,13,$$,Scotch-like,,,Scotland,Blend
Dufftown Singleton of Dufftown 12yo,8.01,0.54,9,$$$,SingleMalt-like,EF,E,Scotland,Malt
Eagle Rare 10yo,8.55,0.32,20,$$,Bourbon-like,,,USA,Bourbon
Eagle Rare 17yo,8.83,0.34,12,$$$$$+,Bourbon-like,,,USA,Bourbon
Edradour 10yo,8.14,0.74,13,$$$,SingleMalt-like,EF,E,Scotland,Malt
"Elements of Islay ""Peat""",8.91,0.18,5,$$$,SingleMalt-like,I,I,Scotland,Malt
Elijah Craig 12yo,8.67,0.28,21,$$,Bourbon-like,,,USA,Bourbon
Elijah Craig 18yo,8.72,0.46,11,$$$$$,Bourbon-like,,,USA,Bourbon
Elijah Craig 21yo,9.20,0.16,5,$$$$$+,Bourbon-like,,,USA,Bourbon
Elijah Craig Barrel Proof,8.86,0.20,9,$$$$,Bourbon-like,,,USA,Bourbon
Ellington Reserve 8yo,6.91,1.03,4,$,Rye-like,,,Canada,Blend
Elmer T. Lee Single Barrel Bourbon,8.72,0.40,12,$$$,Bourbon-like,,,USA,Bourbon
Evan Williams (Black Label),8.18,0.40,14,$,Bourbon-like,,,USA,Bourbon
Evan Williams 1783 Small Batch,8.18,0.39,4,$,Bourbon-like,,,USA,Bourbon
Evan Williams Bottled in Bond (White label),8.32,0.53,9,$,Bourbon-like,,,USA,Bourbon
Evan Williams Single Barrel,8.71,0.24,15,$$,Bourbon-like,,,USA,Bourbon
Famous Grouse,7.63,0.58,17,$,Scotch-like,,,Scotland,Blend
Famous Grouse Gold Reserve 12yo,8.46,0.33,9,$$,Scotch-like,,,Scotland,Blend
Famous Grouse Smoky Black (Black Grouse),7.98,0.46,19,$$,Scotch-like,,,Scotland,Blend
Famous Jubilee,8.15,0.13,3,$$,Scotch-like,,,Scotland,Blend
Fettercairn Fior,8.58,0.38,3,$$$,SingleMalt-like,I,I,Scotland,Malt
FEW Bourbon,8.64,0.19,7,$$$,Bourbon-like,,,USA,Bourbon
FEW Rye Whisky,8.63,0.54,7,$$$$,Rye-like,,,USA,Rye
FEW Single Malt,8.45,0.53,6,$$$$,SingleMalt-like,GH,G,USA,Malt
Finlaggan Old Reserve,8.45,0.50,14,$$,SingleMalt-like,J,J,Scotland,Malt
Forty Creek Barrel Select,8.46,0.42,16,$,Rye-like,,,Canada,Blend
Forty Creek Confederation Oak (All Batches),8.77,0.42,18,$$$,Rye-like,,,Canada,Blend
"Forty Creek Confederation Oak (Batch A, B)",8.82,0.43,16,$$$,Rye-like,,,Canada,Blend
"Forty Creek Confederation Oak (Batch C, D)",9.00,0.32,3,$$$,Rye-like,,,Canada,Blend
"Forty Creek Confederation Oak (Batch E, F)",8.54,0.34,4,$$$,Rye-like,,,Canada,Blend
Forty Creek Copper Pot Reserve,8.71,0.37,13,$,Rye-like,,,Canada,Blend
Forty Creek Double Barrel Reserve,8.71,0.39,12,$$$,Rye-like,,,Canada,Blend
Forty Creek Evolution,8.83,0.62,7,$$$,Rye-like,,,Canada,Blend
Forty Creek Founder's Reserve,8.73,0.12,3,$$$,Rye-like,,,Canada,Blend
Forty Creek Heart of Gold,8.80,0.43,8,$$$$,Rye-like,,,Canada,Blend
Forty Creek Port Wood Reserve 2011/2012,8.80,0.27,9,$$$$,Rye-like,,,Canada,Blend
Forty Creek Three Grain Harmony,8.23,0.53,6,$$$,Rye-like,,,Canada,Blend
Four Roses (Yellow Label),8.21,0.34,11,$,Bourbon-like,,,USA,Bourbon
Four Roses Single Barrel Bourbon,8.70,0.32,18,$$$,Bourbon-like,,,USA,Bourbon
Four Roses Small Batch Bourbon,8.48,0.42,13,$$,Bourbon-like,,,USA,Bourbon
Four Roses Small Batch Limited Edition,9.10,0.20,13,$$$$$+,Bourbon-like,,,USA,Bourbon
George Dickel No.12,8.26,0.45,15,$$,Bourbon-like,,,USA,Bourbon
George Dickel Rye,8.53,0.35,12,$$,Rye-like,,,USA,Rye
George T Stagg,9.18,0.30,19,$$$$$+,Bourbon-like,,,USA,Bourbon
Gibson's Bold 8yo,8.35,0.29,3,$,Rye-like,,,Canada,Blend
Gibson's Finest 12yo,8.05,0.69,10,$,Rye-like,,,Canada,Blend
Gibson's Finest Rare 18yo,9.03,0.35,10,$$$$,Rye-like,,,Canada,Blend
Gibson's Finest Sterling,8.02,0.38,8,$,Rye-like,,,Canada,Blend
Glen Breton 14yo,8.08,0.62,6,$$$$,SingleMalt-like,GH,G,Canada,Malt
Glen Breton 21yo,8.30,0.44,3,$$$$$,SingleMalt-like,EF,E,Canada,Malt
Glen Breton Battle of the Glen 15yo,8.53,0.27,7,$$$$$,SingleMalt-like,GH,G,Canada,Malt
Glen Breton Ice 10yo,8.19,0.62,7,$$$$,SingleMalt-like,GH,G,Canada,Malt
Glen Breton Ice 17yo,8.81,0.12,3,$$$$$,SingleMalt-like,GH,G,Canada,Malt
Glen Breton Rare 10yo,8.03,0.45,13,$$$$,SingleMalt-like,GH,G,Canada,Malt
Glen Deveron 10yo (Macduff),7.97,0.38,5,$$,SingleMalt-like,EF,E,Scotland,Malt
Glen Elgin 12yo,8.42,0.21,13,$$$$,SingleMalt-like,EF,E,Scotland,Malt
Glen Garioch 12yo,8.65,0.31,14,$$$$,SingleMalt-like,EF,F,Scotland,Malt
Glen Garioch 1991,8.95,0.15,3,$$$$,SingleMalt-like,I,I,Scotland,Malt
Glen Garioch 1994,9.03,0.35,7,$$$$,SingleMalt-like,I,I,Scotland,Malt
Glen Garioch 1995,8.95,0.32,9,$$$$,SingleMalt-like,I,I,Scotland,Malt
Glen Garioch 1997,8.54,0.15,6,$$$$,SingleMalt-like,I,I,Scotland,Malt
Glen Garioch 1999 Sherry Cask Matured,8.39,0.96,7,$$$$,SingleMalt-like,ABC,B,Scotland,Malt
Glen Garioch Founder's Reserve,8.35,0.37,16,$$$,SingleMalt-like,GH,G,Scotland,Malt
Glen Garioch Virgin Oak,8.11,0.50,6,$$$$,SingleMalt-like,EF,E,Scotland,Malt
Glen Grant 10yo,8.29,0.49,8,$$,SingleMalt-like,GH,H,Scotland,Malt
Glen Grant 12yo,8.34,0.66,5,$$$,SingleMalt-like,GH,H,Scotland,Malt
Glen Grant 16yo,8.51,0.31,7,$$$$,SingleMalt-like,EF,E,Scotland,Malt
Glen Grant 18yo,8.34,0.89,4,$$$$$,SingleMalt-like,EF,E,Scotland,Malt
Glen Grant 25yo,8.90,0.18,3,$$$$$,SingleMalt-like,EF,E,Scotland,Malt
Glen Grant Five Decades,8.78,0.23,6,$$$$$,SingleMalt-like,EF,E,Scotland,Malt
Glen Grant The Major's Reserve,7.91,0.66,9,$$,SingleMalt-like,GH,H,Scotland,Malt
Glen Moray 10yo Chardonnay Cask,8.16,0.57,9,$$,SingleMalt-like,EF,F,Scotland,Malt
Glen Moray 12yo,8.02,0.29,12,$$,SingleMalt-like,GH,G,Scotland,Malt
Glen Moray 12yo Chenin Blanc,7.88,0.74,6,$$,SingleMalt-like,EF,F,Scotland,Malt
Glen Moray 16yo,8.23,0.55,6,$$$,SingleMalt-like,ABC,C,Scotland,Malt
Glen Moray 16yo Chenin Blanc,7.60,0.53,4,$$$,SingleMalt-like,EF,F,Scotland,Malt
Glen Moray Classic,7.97,0.23,5,$,SingleMalt-like,GH,G,Scotland,Malt
Glen Moray Classic Sherry Cask finish,8.50,0.28,3,$$,SingleMalt-like,ABC,B,Scotland,Malt
Glen Ord Singleton of Glen Ord 12yo,8.29,0.27,5,$$$,SingleMalt-like,EF,E,Scotland,Malt
Glen Scotia 12yo,8.31,0.52,9,$$$$,SingleMalt-like,I,I,Scotland,Malt
Glen Spey 12yo (F&F),8.02,0.43,5,$$$,SingleMalt-like,GH,H,Scotland,Malt
Glenburgie 10yo (Gordon & MacPhail),7.96,0.45,7,$$$,SingleMalt-like,EF,F,Scotland,Malt
Glencadam 10yo,8.44,0.43,12,$$$,SingleMalt-like,GH,H,Scotland,Malt
Glencadam 12yo Port Wood Finish,8.36,0.29,6,$$$,SingleMalt-like,ABC,C,Scotland,Malt
Glencadam 14yo Oloroso Sherry Cask Finish,8.67,0.51,4,$$$$,SingleMalt-like,ABC,C,Scotland,Malt
Glencadam 15yo,8.45,0.41,10,$$$$,SingleMalt-like,GH,H,Scotland,Malt
Glencadam 21yo,8.85,0.25,12,$$$$$,SingleMalt-like,GH,H,Scotland,Malt
Glencadam 25yo,9.11,0.05,3,$$$$$+,SingleMalt-like,EF,E,Scotland,Malt
Glencadam 30yo,8.82,0.20,3,$$$$$+,SingleMalt-like,GH,H,Scotland,Malt
Glendalough 13yo Single Malt,8.44,0.26,7,$$$$,SingleMalt-like,GH,G,Ireland,Malt
Glendalough 7yo Single Malt,8.16,0.31,5,$$$,SingleMalt-like,GH,G,Ireland,Malt
Glendalough Double Barrel,8.29,0.40,5,$$,Scotch-like,,,Ireland,Grain
GlenDronach 12yo Original,8.59,0.21,20,$$$,SingleMalt-like,ABC,A,Scotland,Malt
GlenDronach 12yo Sauternes Cask Finish,8.84,0.13,5,$$$$,SingleMalt-like,ABC,A,Scotland,Malt
GlenDronach 14yo Sauternes Cask Finish,8.39,0.39,6,$$$$,SingleMalt-like,ABC,A,Scotland,Malt
GlenDronach 14yo Virgin Oak,8.52,0.32,10,$$$$,SingleMalt-like,GH,G,Scotland,Malt
GlenDronach 15yo Revival,8.91,0.28,19,$$$$,SingleMalt-like,ABC,A,Scotland,Malt
GlenDronach 15yo Tawny Port Finish,8.38,0.38,4,$$$$,SingleMalt-like,ABC,A,Scotland,Malt
GlenDronach 18yo Allardice,8.71,0.38,16,$$$$$,SingleMalt-like,ABC,A,Scotland,Malt
GlenDronach 18yo Marsala Finish,8.70,0.11,3,$$$$$,SingleMalt-like,ABC,B,Scotland,Malt
GlenDronach 18yo Tawny Port Finish,8.58,0.40,4,$$$$$,SingleMalt-like,ABC,A,Scotland,Malt
GlenDronach 19yo Madeira Finish,9.04,0.34,3,$$$$$,SingleMalt-like,EF,E,Scotland,Malt
GlenDronach 21yo Parliament,8.70,0.37,14,$$$$$,SingleMalt-like,ABC,A,Scotland,Malt
GlenDronach 8yo The Hielan,8.41,0.37,9,$$$,SingleMalt-like,EF,E,Scotland,Malt
GlenDronach Cask Strength (batch 1),9.06,0.27,6,$$$$,SingleMalt-like,ABC,A,Scotland,Malt
GlenDronach Cask Strength (batch 2),9.04,0.10,6,$$$$,SingleMalt-like,ABC,A,Scotland,Malt
GlenDronach Cask Strength (batch 3),8.89,0.39,5,$$$$,SingleMalt-like,ABC,A,Scotland,Malt
GlenDronach Cask Strength (batch 4),8.92,0.29,10,$$$$,SingleMalt-like,ABC,A,Scotland,Malt
GlenDronach Cask Strength (batch 5),8.82,0.17,8,$$$$,SingleMalt-like,ABC,A,Scotland,Malt
GlenDronach Peated,8.50,0.32,9,$$$,SingleMalt-like,I,I,Scotland,Malt
GlenDronach vintage 19yo Single Cask (all vintages),8.96,0.36,13,$$$$$,SingleMalt-like,ABC,A,Scotland,Malt
GlenDronach vintage 20yo Single Cask (all vintages),9.04,0.39,12,$$$$$,SingleMalt-like,ABC,A,Scotland,Malt
Glendullan Singleton of Glendullan 12yo,8.05,0.42,13,$$$,SingleMalt-like,EF,E,Scotland,Malt
